id_alarm,imie,nazwisko,numer_telefonu
1504,BLANKA,ROSOŁOWSKA,848392167
1505,SZYMON,RYDZEWSKI,625239337
1506,ANTONI,KĘPKA,607794142
1507,TEODOR,BATORSKI,418116451
1508,POLA,ANDRYSZCZAK,844243804
1509,HANNA,CHRUŚCICKA,499352313
1510,FRANCISZEK,PAJĄK,698056760
1511,TYMON,KRÓLIKOWSKI,688736583
1512,LUCJAN,KOPACZEWSKI,499032935
1513,MAJA,ROJEWSKA,660784692
1514,ALEKSANDER,MENC,780443103
1515,JAGNA,KOPKA,970234735
1516,MICHALINA,WOŹNIAK,880630782
1517,WIKTORIA,SOŁODUCHA,404653933
1518,WIKTOR,MATUSIK,497126162
1519,JAKUB,SKÓRA,637508425
1520,SEBASTIAN,BEDNARSKI,473844856
1521,MIKOŁAJ,ZAWODZIAN,688857476
1522,LIWIA,MIODOWNIK,527915495
1523,JAN,MICZKA,444578451
1524,LILIANA,MROCZKO,710684634
1525,FRANCISZKA,BIGAJ,815988278
1526,WIKTOR,STROIŃSKI,556022930
1527,WERONIKA,SOBIERAJ,971314481
1528,JULIA,TYMICKA,960497614
1529,NATALIA,ZOŃ,576508888
1530,EMILIA,DUSZOTA,859675037
1531,MIKOŁAJ,STRASIŃSKI,577669667
1532,KACPER,PAŁETKO,925575203
1533,ANTONI,SKIBA,923061559
1534,VASILISA,BIEL,989418106
1535,ANNA,PAWELEC,832246268
1536,MARCIN,KULIGOWSKI,865681651
1537,MARCELINA,FLIS,934055917
1538,DAWID,MYDŁOWSKI,970651678
1539,WOJCIECH,RYZNER,990005604
1540,GABRIELA,MATZ,873130019
1541,WOJCIECH,MAŁUCHA,901474106
1542,NATALIA,KAŁUŻNA,806094442
1543,TYMON,KULIŃSKI,750743801
1544,MARCELINA,SMETANA,735794417
1545,TYMON,KUCHARSKI,738455333
1546,WIKTOR,WALCZAK,572268805
1547,ANTONI,FLISIKOWSKI,515726877
1548,OLIWIA,BUKOWSKA,550369958
1549,BRUNO,JOŃCZYK,522498212
1550,AURELIA,LIPIETA,613695865
1551,BLANKA,ŁAKOMIEC,666630111
1552,KSAWERY,BĘBENEK,790323960
1553,MAKSYMILIAN,WICIŃSKI,913876821
1554,WIKTOR,DASZCZYK,802885477
1555,MACIEJ,POL,616364206
1556,TYMON,GMYREK,805094850
1557,OLIWIER,BYRA,790051081
1558,ALEKSANDER,SZAFRON,739921716
1559,MACIEJ,ŻUREK,655452418
1560,KRYSTYNA,POWIERZA,482738782
1561,ALICJA,SKWIRA,522070584
1562,MACIEJ,DORYNEK,437012705
1563,ZLATAN,DĄBROWSKI,581273629
1564,MIŁOSZ,SZAŁAJEWSKI,555680840
1565,ANTONI,NTAMBI,517047084
1566,ALEKSANDER,GRUSZKA,887741855
1567,ZOFIA,GIZA,543857559
1568,PIOTR,LAMUS,693429571
1569,MARCELINA,WAKULEWSKA,500100619
1570,LILIANA,KASPROWICZ,475784996
1571,FILIP,ZAJĄC,774387693
1572,BARBARA,IZDEBSKA,791660392
1573,LEON,BROMA,920870361
1574,MICHALINA,SKARBIŃSKA,797717671
1575,POLA,BIELEC,610155522
1576,MARTYNA,PIEKIELNA,692637271
1577,ALEKSANDER,BATOR,908428740
1578,LILIANA,BOBKIEWICZ,527955926
1579,GRACJAN,KUREK,753494948
1580,JAN,ŁĄCKI,939767795
1581,KAJETAN,THAI,966543917
1582,ZOFIA,GAWEŁ,476844406
1583,POLA,STRASZEWSKA,997667282
1584,MIESZKO,JANKOWSKI,473739434
1585,KAMILA,DROZDOWSKA,523395810
1586,MARCELINA,FRELAS,647390175
1587,ZOFIA,NOWAK,993888320
1588,ZOFIA,CHĘCIEK,807339976
1589,DANIEL,CHACUŚ,889352689
1590,RITA,WITAROWSKA,605668961
1591,MIKOŁAJ,CAŁY,555392622
1592,STANISŁAW,WITEK,752007092
1593,ANTONI,KURDEK,971316199
1594,PAWEŁ,BARCZOK,579475291
1595,MICHAŁ,PACZKOWSKI,575345209
1596,KLEMENTYNA,TOMAN,647838446
1597,SZYMON,MIENTUS,705629370
1598,FRANCISZEK,WOLIŃSKI,725104424
1599,LEONARD,CZUB,439214770
1600,ANTONI,BACH,405940185
1601,MACIEJ,ŁUBA,626334480
1602,ADAM,SZEMBEL,503804162
1603,MIA,STAWSKA,574910075
1604,STEFAN,GRATUNIK,747681056
1605,HUBERT,WIERUCHOWSKI,663203889
1606,MAJA,ŻAKOWSKA,417723667
1607,ANTONI,ADAMCZYK,472420938
1608,IGOR,NOWAKOWSKI,628140565
1609,ANTEK,KOPACZ,968848552
1610,FILIP,MIŁOWSKI,690714366
1611,JÓZEFINA,OLSZEWSKA,568950548
1612,JONASZ,DANEK,443496028
1613,ALICJA,BUŁA,634768991
1614,JULIAN,GRAF,562754638
1615,OLIWIER,ZYSK,593808824
1616,NELA,PAJA,908443759
1617,LEONARD,CAŁUS,544613809
1618,NADIA,KLUZ,686622292
1619,MARCEL,PRZEBIERACZ,776504740
1620,MARTYNA,RYBICKA,577820828
1621,KAJETAN,KOBIELA,883884820
1622,SZYMON,UFNAL,945369142
1623,JAKUB,BŁĘDNIAK,605138674
1624,TYMOTEUSZ,WALIGÓRA,957302386
1625,KRYSTIAN,DRĄŻEK,561670974
1626,MAKSYMILIAN,GÓRSKI,659544856
1627,JULIA,NOWAK,854693229
1628,TYMON,BAGIŃSKI,676355568
1629,PIOTR,SUCHAŃSKI,990450489
1630,JULIAN,BRYL,966235949
1631,ZUZANNA,WÓJTOWICZ,450400296
1632,LEON,SOCZYŃSKI,625969838
1633,NIKODEM,LELMACHER,880863164
1634,WIKTORIA,JAWORSKA,429736879
1635,WIKTOR,KOSZTYŁO,725616256
1636,ZUZANNA,BACHANOWICZ,832599910
1637,OLIWIER,KAZIMIERCZAK,982715973
1638,FILIP,PAŁKA,954802062
1639,MARCEL,BABIŃSKI,992963690
1640,MARCEL,OLBRYŚ,412620132
1641,LILIANNA,RATAJCZAK,940520693
1642,ANTONI,ADAMCZYK,913731942
1643,AMELIA,HORBACZ,983277555
1644,MANUEL,ŁUGOWSKI,679258352
1645,NIKODEM,BIENIEK,994093769
1646,ALEKSANDRA,WIĘCŁAW,548112797
1647,MIŁOSZ,TYMIŃSKI,502391556
1648,BARTOSZ,LOREK,455580322
1649,WIKTORIA,NAGÓRKA,857714755
1650,KARINA,BOŻEJEWICZ,512299460
1651,SZYMON,WŁODARSKI,741006738
1652,MATYLDA,BIELA,816753809
1653,BOLESŁAW,MIKA,431270937
1654,NIKODEM,STEPNOWSKI,787635754
1655,WOJCIECH,PIŃKOWSKI,796353606
1656,MAREK,GACEK,847534510
1657,ZUZANNA,SOLIŃSKA,704647316
1658,ALINA,OCHEL,984436248
1659,IGOR,KRAWCZYK,409465500
1660,OSKAR,LAMTYCH,758369965
1661,BORYS,ŁUPKOWSKI,699161416
1662,ZUZANNA,BALCERAK,987563743
1663,JAN,CZYŻ,526248055
1664,FILIP,LIGĘZA,411926240
1665,ZOFIA,ERNST,749975357
1666,ŁUCJA,TARCHALSKA,426211896
1667,DARIUSZ,ZIAJA,424476375
1668,ZUZANNA,WINCENCIAK,774356433
1669,POLA,GROCHOWSKA,589934073
1670,MAKSYMILIAN,HAMUDA,482015967
1671,KONRAD,KAŹMIERCZYK,401597669
1672,MAKSYMILIAN,PLICHTA,723709890
1673,IGNACY,CHOWANIEC,691345522
1674,ALICJA,SIEWNIAK,551073062
1675,JAN,SACHARCZUK,650731622
1676,ALEKSANDER,DZIAŁAK,613426416
1677,JULIA,GŁAŻEWSKA,925179227
1678,JAN,NIEWIADOMSKI,999647122
1679,MARCEL,NOWAK,963019569
1680,SZYMON,BULAVYN,680301854
1681,ANTONI,WIELOCH,493205658
1682,KACPER,BORKOWSKI,878094958
1683,MARIE,PABIJAN,836858287
1684,HELENA,JĘCZ,947081167
1685,DAWID,GOŚCIK,459966384
1686,TEODOR,NYCZKA,653292858
1687,ANTONI,GNIEWKOWSKI,721601783
1688,LAURA,SZYBIAK,632417743
1689,ZUZANNA,TLOŁKA,781618146
1690,FRANCISZEK,OLEJARCZYK,561693333
1691,WOJCIECH,CHOROMAŃSKI,491430637
1692,MAKSYMILIAN,KULCZAK,506806759
1693,NATAN,RASZKA,669371045
1694,LAURA,SPYCHALSKA,629321923
1695,ANASTAZJA,PIERÓG,675037937
1696,IGA,WRÓBEL,744010645
1697,KORNELIA,BOBIER,517562300
1698,ŁUCJA,BIELECKA,629901282
1699,JAGODA,SKAŁKA,507550026
1700,OLIWIA,ABRAMOWICZ,484482006
1701,NELA,STEPHAN,893815612
1702,JULIA,RADZIKOWSKA,775713147
1703,LUCJAN,WŁADYSZEWSKI,402567042
1704,IWO,KUCZYŃSKI,680529084
1705,HELENA,IWANASZKO,630531829
1706,BARTŁOMIEJ,SZOPIAK,440995892
1707,ARTUR,STERNICKI,504664574
1708,OSKAR,RADOMSKI,624526976
1709,WIKTOR,SZYMURA,629230543
1710,MATEUSZ,KARDAŚ,888723784
1711,BLANKA,MIKOŁAJEK,940097570
1712,JULIA,NORBERCZYK,446822068
1713,WOJCIECH,NYGA,779716707
1714,ANTONI,KUŚ,840086714
1715,ANTONI,TRZEBIATOWSKI-JUTRZENKA,950630656
1716,JAKUB,NOWIŃSKI,554921681
1717,IGOR,MESJASZ,781996615
1718,LENA,LEŚNIAK,976189509
1719,MILENA,DRAB,931567941
1720,JULIA,MITURA,936986143
1721,ALAN,SZTOMPKA,866645776
1722,ALAN,NGUYEN QUOC,626150109
1723,WOJCIECH,DANIELAK,702122991
1724,MIKOŁAJ,LENIART,613695831
1725,OLIWIA,KRYMER,617125205
1726,MIŁOSZ,DUDA,535393848
1727,OLGA,SKALSKA,795175447
1728,OLAF,ŻYWIEC,659288635
1729,BLANKA,BARBARSKA,668513944
1730,OLIWIA,NYKLEWICZ,837713183
1731,FRANCISZEK,OCIEPA,775744904
1732,MATEUSZ,ZNANIECKI,466321111
1733,ZOFIA,BOLECHOWICZ,549974723
1734,HANNA,MADZIA,475453340
1735,ZUZANNA,WADAS,759326454
1736,MIA,MAKAREWICZ,712688246
1737,WOJCIECH,BUCHALSKI,956241417
1738,KALINA,NOWAK,692860840
1739,OLIWIA,GOCH,801719915
1740,ANTONI,JANIAK,794593253
1741,ZOFIA,JAŚKOWIAK,505885554
1742,CEZARY,MCGOVERN,703567890
1743,ANTONI,GUZIK,442377317
1744,OLIWIER,JASKOWIEC,884930843
1745,MATYLDA,BORECKA,478304448
1746,NIKODEM,WALKÓW,895479787
1747,MARCEL,JUSZCZAK,616625895
1748,MILENA,WALUŚ,833946830
1749,MAKSYMILIAN,BŁAŻEJEWSKI,898252943
1750,ANTONI,SIWACKI,820414232
1751,DOMINIK,WOLNY,530819801
1752,OSKAR,WOJNO,975062026
1753,IGA,MUSIAŁ,819346920
1754,IGA,CIESIELSKA,958764564
1755,JAN,GONKIEWICZ,784858224
1756,MAJA,URBAN,438936140
1757,MICHALINA,KOZŁOWSKA,652814023
1758,ŁUCJA,KUKLEWSKA,559914194
1759,IGOR,KASZYŃSKI,786591274
1760,JAN,JASEK,988665684
1761,MELISA,JAROSZ,476922097
1762,HELENA,BAJDAK,599005440
1763,MIKOŁAJ,URBANIAK,567273493
1764,MAJA,HAŁAT,957853834
1765,AMELIA,GRUCHACZ,715954692
1766,FRANEK,MILCZAREK,519239472
1767,MATEUSZ,PRAŻMOWSKI,907744020
1768,ALEKSANDER,GAWĘDA,856701759
1769,WERONIKA,MARNIK,450629395
1770,MAJA,MAJDAK,463762907
1771,REGINA,SZARUBKA,547545226
1772,KACPER,KUCZERA,534866252
1773,LENA,WOJTOWICZ,863901048
1774,MELANIA,PAVLOVIĆ,606427517
1775,MIKOŁAJ,LUTKA,557463303
1776,LILIANNA,HULOK,817592689
1777,LIWIA,PIECZYKOLAN,994740159
1778,OLIWIER,KRZANIK,879139584
1779,MAJA,HAJDO,900656558
1780,ZOFIA,JABŁOŃSKA,688786779
1781,STEFAN,ŁUBKOWSKI,434132338
1782,MAKSYMILIAN,GOLIK,822208631
1783,JULIA,SOKOŁOWSKA,789216854
1784,FILIP,YAVORSKYI,702851224
1785,BLANKA,BOGDAŃSKA,917299548
1786,ZUZANNA,WIELOGÓRSKA,713383333
1787,MILA,GRUSZKA,451586680
1788,MARCELINA,KRASUSKA,852366619
1789,JAGNA,PYSZNIK,747654484
1790,NATALIA,ŁOPUSZYŃSKA,782688063
1791,KATARZYNA,SKWARA,831530824
1792,GAJA,SZYMCZAK,745487779
1793,EMMA,MIKUSIAK,964977587
1794,WOJCIECH,WASILEWSKI,834129421
1795,NATALIA,LADRA,439574414
1796,KACPER,STANISZEWSKI,584207871
1797,WOJCIECH,ŚWIECH,814051117
1798,MICHALINA,BŁAŻEJEWSKA,830613874
1799,NELA,MOL,819737581
1800,JĘDRZEJ,FEDENKO,859451310
1801,MAJA,NOWICZKOW,900077535
1802,FILIP,PIETKIEWICZ,619475697
1803,MICHALINA,PILCH,818857153
1804,ALEKSANDRA,CZAJKOWSKA,610313448
1805,ADAM,PALA,617292151
1806,POLA,CHRZANOWSKA,612595032
1807,MACIEJ,MICUN,812094796
1808,JULIAN,KONTOWICZ,662811804
1809,IZABELA,SZPAK,965371679
1810,ZOFIA,GRABOWSKA,439030370
1811,JAN,BARTUSIAK,704283698
1812,JOWITA,RZESZUTEK,652757234
1813,LENA,KWIETNIAK,509349624
1814,ALICJA,KMIEĆ,583116893
1815,MAKSYMILIAN,GERCZAK,646573666
1816,MIA,GAWŁOWSKA,566691404
1817,GABRIELA,KURASIŃSKA,752532850
1818,ROBERT,ŻÓRAWIK,969521139
1819,HANNA,BULIK,647287577
1820,JAN,URBANEK,588821732
1821,FILIP,KOWALCZYK,586707134
1822,ALEKSANDER,PELCZAR,764708687
1823,WERONIKA,TRACZYK,856638879
1824,ALEX,AHUJA,588017924
1825,MARCEL,BOCIURSKI,995269126
1826,STANISŁAW,IRCHA,579171350
1827,MAKSYMILIAN,MICIŃSKI,659385281
1828,MIESZKO,KOLASIŃSKI,632503943
1829,IGOR,HNATKOWSKI,723833991
1830,NIKODEM,SZTEJTER,919154035
1831,ALEKSANDRA,DANIEL,958927875
1832,AMELIA,KRÓLIK,586118001
1833,NATAN,KIKLICA,836055596
1834,ZOFIA,PECYNA,827387235
1835,MIA,SKIBIŃSKA,677522716
1836,ANTONI,POMIANKIEWICZ,975182977
1837,WIKTORIA,DUDZIAK,559789132
1838,JULIAN,PASZKIEL,947758775
1839,LAURA,MARCIŃSKA,436994371
1840,ALEKSANDER,KIERMOWICZ,960744406
1841,IGNACY,WALCZEWSKI,709819317
1842,FILIP,BUGIEL,542480374
1843,FABIAN,BUCKI,758542223
1844,STANISŁAW,WOJCIECHOWSKI,494617125
1845,KAJA,HORBOWICZ,572247187
1846,ANTONI,GŁOWALA,831963403
1847,ALEKSANDER,GURBA,613827123
1848,DANIEL,NOWAKOWSKI,952020086
1849,KRZYSZTOF,JUDKA,741477725
1850,ZLATAN,MORLEWSKI,527511381
1851,KALINA,KARWOWSKA,812087730
1852,ANTONI,LISEK,680579615
1853,ERYK,PANEK,964879976
1854,JULIA,LUBCZYŃSKA,836893478
1855,ZUZANNA,DĄBROWSKA,901689964
1856,URSZULA,OGÓREK,863443645
1857,ERNEST,KAWCZYŃSKI,897362355
1858,KONRAD,SENDECKI,461893378
1859,OLIWIER,SOBANTKA,532482359
1860,ELIANA,PIENTKOWSKA,561580171
1861,ZLATAN,BURZYŃSKI,611033583
1862,TYMON,BRONOWSKI,454011620
1863,ESTERA,KRZYŻANOWSKA,650745868
1864,RADOMIR,PŁONKA,414911249
1865,GABRIELA,WEICHHAUS,830909707
1866,BARTOSZ,KOMENDA,822832863
1867,INGA,KOŁTUN,419595849
1868,NIKODEM,SZUTA,856333936
1869,GABRIEL,BUKOWIAN,990495432
1870,ALEKSANDER,TURZAŃSKI,901562885
1871,OLIWIA,GÓRECKA,791194825
1872,EMILIA,PRZESTRZELSKA,839523612
1873,ANTONI,GŁOWACKI,629326349
1874,SZYMON,BOBIŃSKI,933491735
1875,AURELIA,WIŚNIEWSKA,994214661
1876,BLANKA,ŻOŁĄDEK,896225546
1877,JULIA,TYBURCZY,766684259
1878,FRANCISZEK,KUPIŃSKI,463113314
1879,FRANCISZEK,OLEJNICZAK,636820477
1880,ZLATAN,KOLAŃCZYK,769886246
1881,ERNEST,DANG,800122396
1882,FABIAN,WISZOWATY,575869981
1883,IGNACY,BEDNARSKI,421131371
1884,MIKOŁAJ,PAWLICKI,613644228
1885,ZUZANNA,KRUPA,976367776
1886,TYMON,MICHALSKI,880091011
1887,ALBERT,TARKOWSKI,879151261
1888,LENA,GRZELECKA,880910051
1889,WIKTORIA,ŁUNIEWSKA,742552049
1890,PIOTR,URBAŃSKI,525996088
1891,BARBARA,CZŁAPCZYŃSKA,544501929
1892,ZOJA,KONCEWICZ,628135580
1893,ZOFIA,LEWANDOWSKA,584060615
1894,BLANKA,SZAJNA,978779537
1895,IGNACY,GAWROŃSKI,560404899
1896,STANISŁAW,SKURZANKO,801394654
1897,ANTONI,DEMBIŃSKI,459846528
1898,MARIA,TOMECZKOWSKA,869441698
1899,WIKTOR,SAMOLIUK,409265537
1900,ANTONI,LACHIEWICZ,795803322
1901,TADEUSZ,DOKTOR,654465339
1902,LEONARD,CICHY,796679527
1903,ANASTAZJA,STRĄKOWSKA,910947690
1904,LENA,KOSIŃSKA,607607044
1905,HELENA,CICHA,929822135
1906,LILIANNA,STRZELECKA,771930187
1907,ZOFIA,CIACH,437008859
1908,IGOR,KAWACZ,601741908
1909,TYMOTEUSZ,URBAŃSKI,435877936
1910,DAVID,BOCHNIAK,589737955
1911,POLA,GUTKOWICZ,852881890
1912,NATALIA,JASZCZAK,694309532
1913,JULIA,MURANOWICZ,680906502
1914,LAURA,KOWALIKOWSKA,411171782
1915,MARCELINA,BRĄGIEL,988266415
1916,ANTONI,BALAN,945956360
1917,FRANCISZEK,JURKOWICZ,426556684
1918,MILENA,KUJAWA,940120043
1919,ZOFIA,MARCHUT,925175180
1920,ALEKSANDRA,RYBNIK,547236929
1921,DIANA,STASEVYCH,902146285
1922,MAKSYMILIAN,NOWAK,860496360
1923,TOBIASZ,KIELEK,429809925
1924,IGNACY,LUBASZEWSKI,880051653
1925,KACPER,JAROSZOWICZ,457793902
1926,AURORA,NAJECHALSKA,472816495
1927,ANTONINA,OSTROWSKA,468327464
1928,ADAM,JAŁOCHA,666522573
1929,BORYS,PYSZKA,743239436
1930,LENA,ADAMUS,660679951
1931,NADIA,DOBRZENIECKA,591126664
1932,ZOJA,CYRAN,619891218
1933,JAN,KWIATEK,594136705
1934,WIKTORIA,TOMASZEWSKA,881462406
1935,SARA,MÁTÉ-STERA,641700752
1936,LUCJAN,CHWASZCZ,963404147
1937,STANISŁAW,KOSEŁA,557127969
1938,MIKOŁAJ,KLIMEK,914204924
1939,OLIWIER,TOPA,501742662
1940,DANIEL,BĘDZELEWSKI,509063627
1941,ANTONI,KACZYŃSKI,873018221
1942,HALSZKA,LUSTIG,662766746
1943,OSKAR,GUŹDZIOŁ,782392465
1944,BRUNO,DURAWA,788546203
1945,MARCELINA,LIS,787278323
1946,ANTONI,KOZŁOWSKI,413224109
1947,MARCEL,CYPRYSIAK,422373220
1948,ŁUCJA,POLOK,672174718
1949,ŁUCJA,STANIK,411144657
1950,OLIWIA,PIECIAK,697313991
1951,MARCEL,GĄSIOR,430213321
1952,ALISA,MOTYKA,968279256
1953,TOMASZ,MALINOWSKI,832059332
1954,JULIA,KWIATEK,896963707
1955,OLIWIA,PASZKOWSKA,986461451
1956,PIOTR,ROGIŃSKI,509098647
1957,ZLATAN,GOLOMBEK,596258258
1958,MAJA,PAWLUK,513938741
1959,SZYMON,BIAŁUCHA,780960830
1960,NATALIA,BANUCHA,418854786
1961,ŁUCJA,JALIL,705899143
1962,NINA,GAJEWCZYK,948245497
1963,ALEKSANDER,KOMÓREK,409041360
1964,BLANKA,KULETA,467417034
1965,DOMINIK,WILK,683162169
1966,JULIA,SZMIT,564784753
1967,HANNA,PYDYNOWSKA,584474399
1968,LILIANNA,LASKOWSKA,942397493
1969,ALEKSANDER,PACIA,886203503
1970,MICHAŁ,ZAMBROWSKI,885713685
1971,FRANEK,KOŁODZIEJ,828827545
1972,FABIAN,KARAGÖZ,571297779
1973,JULIA,KOZERA,498962627
1974,ZUZANNA,LIPIEC,822010846
1975,FRANCISZEK,WYSOCKI,626251265
1976,MIA,WILCZEK,843533526
1977,MIŁOSZ,BANACHOWICZ,635889519
1978,WITOLD,POZNAŃSKI,699514914
1979,MILENA,KAMIŃSKA,780310842
1980,ALEKS,ŚWIRYDOWICZ,544590894
1981,JAKUB,MICHALAK,656802398
1982,ZLATAN,STARTEK,946136834
1983,ADRIANNA,STASIAK,460759068
1984,GRACJAN,CHŁOPIK,429831998
1985,MICHAŁ,WĘGRZYN,641768229
1986,JAKUB,JASTRZEMSKI,933193285
1987,ANTONINA,DARCZYŃSKA,661823536
1988,MARCELINA,ZAKHARCHENKO,709385894
1989,AMELIA,MADEJSKA,855217621
1990,MIŁOSZ,KRÓL,442198158
1991,TYMON,KOTŁOWSKI,914826425
1992,PATRYCJA,KOTERAS,666739483
1993,ZLATAN,CIEMNY,429455708
1994,JAKUB,KORC,490892436
1995,FABIAN,PIETRZAK,757071372
1996,KORNEL,PAŁASZ,695433493
1997,TOMASZ,KURDA,400306251
1998,ZOFIA,PIRÓG,922419008
1999,LEON,JAWOROWSKI,814659696
2000,ZUZANNA,STĘPIEŃ,930460486
2001,LEO,KĘDZIA,607754709
2002,MIKOŁAJ,ORZAŁKIEWICZ,949607990
2003,POLA,NOWAK,486645766
2004,HENRYK,PROŃCZUK,744693582
2005,KLARA,SZWECH,516957729
2006,LILIANNA,SZCZEPANIUK,646268033
2007,LENA,FAŁEK,630042698
2008,LILIANA,KRÓLIKOWSKA,625301157
2009,NADIA,BIEROŃSKA,704741005
2010,FRANCISZEK,BZDURSKI,654926025
2011,MARCEL,KITTEL,932435418
2012,ANTONI,WOŁOSZYNOWSKI,895687029
2013,TYTUS,OLEJARZ,529223830
2014,KRYSTIAN,KOT,461640616
2015,ANTONI,KARP,668038331
2016,FRANCISZEK,DUMA,864613788
2017,RYSZARD,SZWONDER,415780200
2018,LENA,HUTYRA,464591191
2019,ANTONI,WYSOTA,510838382
2020,MACIEJ,DOROWSKI,824658995
2021,GUSTAW,EITNER,483362765
2022,LAURA,PIECHOCKA,678942238
2023,NADIA,WAWRZYNIAK,977902214
2024,ZUZANNA,BECZEK,887636033
2025,ERYK,TKACHUK,728293738
2026,DAGMARA,PIOTROWSKA,713261127
2027,FILIP,GRADOŃ,924692228
2028,LILIANNA,GESEK,426562488
2029,KAJA,PIÓRO,509330923
2030,NADIA,GŁUSZAK,714522327
2031,LILIANA,RUSIECKA,606804180
2032,EMILIA,NIEWIEROWSKA,717583679
2033,ALICJA,KOZIAROWSKA,778423609
2034,WOJCIECH,JUSKOWIAK,910648312
2035,ZOFIA,DANIŁOWSKA,967037301
2036,ZOFIA,LIS,423444719
2037,HUBERT,SZREDER,772894461
2038,FABIAN,BERNARDZIK,566128102
2039,OSKAR,JÓŹWIK,746593169
2040,ALICJA,JARDEL,984894270
2041,NATALIA,JAKUBOWSKA,748051988
2042,KAJETAN,WALUŚ,478228517
2043,DAMIAN,KANDZIORA,693954038
2044,OLIWIER,POJDA,528949618
2045,PATRYK,STASIACZEK,579588908
2046,WIKTOR,RYMARZ,960541056
2047,HANNA,SPÓLNICKA,654093096
2048,JULIA,SADOWSKA,605954345
2049,IGA,SZEMIOT,604661935
2050,ZOFIA,JANIAK,617885282
2051,EMILIA,FEDRAU,477944979
2052,WANDA,NAPIÓRKOWSKA,524713839
2053,OSKAR,KAWĘCKI,574674551
2054,DMYTRO,PAGACZ,553029498
2055,HELENA,GINTER,909185004
2056,MARLENA,KARBOWNICZEK,679641839
2057,JAN,TYLEK,680259188
2058,KAMIL,IVANIUK,999184689
2059,MILENA,OCIEPKA,919401862
2060,FILIP,KORDYSZ,929214445
2061,NIKODEM,SZEWCZYK,993888982
2062,ANTONI,BEZE,470219806
2063,EMILIA,RAGAN,756424335
2064,ALEKSANDER,MIREK,714093272
2065,MIŁOSZ,SCHAUMKESSEL,979693138
2066,NIKODEM,NIEWĘGŁOWSKI,630298353
2067,LAURA,LIGAS,989966014
2068,MATVEI,PIERÓG,642428598
2069,MARIIA,WOJNICZ,920316638
2070,WIKTORIA,GONTARSKA,659796778
2071,JAKUB,PASEK,463593212
2072,OLIWIA,SOŁTYSIAK,989356302
2073,WOJCIECH,MYŚLIŃSKI,451485229
2074,ZLATAN,KOLASA,635201512
2075,PRZEMYSŁAW,BACA,614949697
2076,ROZALIA,MOJEK,776347925
2077,MICHAŁ,BECK,429168827
2078,MICHALINA,LIS,859237477
2079,MIŁOSZ,SZYMAŃSKI,434713747
2080,LEON,SIEDLISKI,945721494
2081,JAKUB,RADŁOWSKI,987326220
2082,EWA,GRZELAK,659693252
2083,KAZIMIERZ,MILEWSKI,802333251
2084,ANIELA,ŁOBODA,432337495
2085,FILIP,ORŁOWSKI,892132006
2086,OLGA,HIRSCH,912215935
2087,ANTONI,PAJĄK,970084648
2088,ALICJA,GNATKOWSKA,493688491
2089,ADAM,KUCIŃSKI,706113239
2090,KAJA,JANOWSKA,898450945
2091,DOMINIKA,KAZANA,673432274
2092,OLIWIA,JANOWSKA,424584826
2093,LEO,KOŚCIECHA,478689102
2094,BARTOSZ,KLEJMAN,683626117
2095,NIKODEM,PALACZ,928535683
2096,LENA,RUSZKIEWICZ,455451227
2097,MARTYNA,TYTOŃ,626885561
2098,FRANCISZEK,HAJDUGA,510197106
2099,KUBA,MIRGA,517768579
2100,ANTONI,KOWALCZYK,897070378
2101,OSKAR,SŁUCHOCKI,538283077
2102,MILENA,HONCHARUK,668557942
2103,WOJCIECH,CIĄŻYŃSKI,840657504
2104,MATEUSZ,KLUSKA,401188746
2105,DANIEL,FILIKS,702738182
2106,LAURA,GAJEWSKA,427397744
2107,TYMON,MAŚLONA,617821977
2108,KUBA,ZDANOWSKI,446318075
2109,MIKOŁAJ,KURZYŃSKI,815125376
2110,WITOLD,ŻEGLEŃ,691193061
2111,ZLATAN,NOWAK,505448830
2112,KORNEL,PRZYSZLAK,567781599
2113,ZOFIA,ARENHÖVEL,837083662
2114,MAJA,KACPRZAK,858392607
2115,AGNIESZKA,KAMOLA,520362560
2116,KRZYSZTOF,SINIECKI,631460517
2117,LAURA,CZAPELKA,975345437
2118,HELENA,STOPKA,803193328
2119,ALEKSANDER,HALICKI,641210574
2120,KAJETAN,KUBIES,700543253
2121,NADIA,ZIOBRO,928925700
2122,IGOR,SKRZYPCZAK,421028636
2123,ANIELA,MYDLARZ,668651431
2124,OLIWIA,LUBASZKA,812096062
2125,BLANKA,MAKHYNIA,770354879
2126,KONRAD,KLINKOSZ,857484114
2127,KAMIL,OCHAB,850387585
2128,JAKUB,RUSIN,621181387
2129,MATEUSZ,SZCZYPIORSKI,645059260
2130,RÓŻA,STEFAŃSKA,639839448
2131,FILIP,TŁUSTOCHOWICZ,781200952
2132,DOROTA,JANCIK,730617702
2133,MILENA,DREŚCIK,577822275
2134,ADAM,ROCK,672495306
2135,NATAN,KRÓLAK,802084120
2136,ŁUCJA,PIECHOTTA,436457035
2137,BORYS,OLEŚ,724911021
2138,IGOR,JEDTKA,855100955
2139,KAROL,DUDEK,485877035
2140,JULIA,WITCZAK,724359882
2141,LAURA,MAGNER,654770244
2142,TADEUSZ,STRZELCZYK,655519932
2143,OLGIERD,KNOWSKI,710716391
2144,HELENA,MOKROSIŃSKA,467393723
2145,ZLATAN,MISZTOWT,556614418
2146,ANTONINA,KUŁAK,561522438
